division,school,nickname,logo
D2,Alderson-Broaddus,Battlers,https://pbs.twimg.com/profile_images/1085923412160233473/-h7I0zBE_400x400.jpg
D2,Findlay,Oilers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Findlay_Oilers.png
D2,Hillsdale,Chargers,https://pbs.twimg.com/profile_images/513515882333491200/Rjr5oH3x_400x400.jpeg
D2,Ky. Wesleyan,Panthers,https://pbs.twimg.com/profile_images/1148290488857968640/7LNPxozH_400x400.jpg
D2,Lake Erie,Storm,https://footballpedia.s3.amazonaws.com/logo/Division+2/Lake_Erie_Storm.png
D2,Malone,Pioneers,https://pbs.twimg.com/profile_images/1259609014/Twitter_Logo_2_400x400.jpg
D2,Ohio Dominican,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Ohio_Dominican_Panthers.png
D2,Tiffin,Dragons,https://upload.wikimedia.org/wikipedia/en/1/1d/TiffinDragons.png
D2,Walsh,Cavaliers,https://pbs.twimg.com/profile_images/961281049841061889/4neA4MdO_400x400.jpg
D2,Arkansas Tech,Wonder Boys,https://footballpedia.s3.amazonaws.com/logo/Division+2/Arkansas_Tech_Wonder_Boys.png
D2,Arkansas-Monticello,Boll Weevils,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ark-monticello.svg
D2,East Central,Tigers,https://pbs.twimg.com/profile_images/968257845832511488/PK8RBnEG_400x400.jpg
D2,Harding,Bisons,https://hardingsports.com/images/responsive/scroll_logo.png
D2,Henderson State,Reddies,https://footballpedia.s3.amazonaws.com/logo/Division+2/Henderson_State_Reddies.png
D2,Northwestern Oklahoma,Rangers,https://upload.wikimedia.org/wikipedia/en/0/0e/NWOSU_Rangers.png
D2,Southwestern Oklahoma,Bulldogs,https://upload.wikimedia.org/wikipedia/en/9/95/SWOSU_logo.png
D2,Oklahoma Baptist,Bison,https://footballpedia.s3.amazonaws.com/logo/Division+2/Oklahoma_Baptist_Bison.png
D2,Ouachita Baptist,Tigers,https://pbs.twimg.com/profile_images/496403549597626368/h2QrY31Y_400x400.jpeg
D2,Southeastern Oklahoma,Savage Storm,https://pbs.twimg.com/profile_images/1034084247420559361/Y7A_EVY5_400x400.jpg
D2,Southern Arkansas,Muleriders,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Southern_Arkansas_Muleriders_logo.svg/150px-Southern_Arkansas_Muleriders_logo.svg.png
D2,Southern Nazarene,Crimson Storm,https://pbs.twimg.com/profile_images/1073598231815315456/kNR70QuU_400x400.jpg
D2,Ashland,Eagles,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ashland.svg
D2,Davenport,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Davenport_Panthers.png
D2,Ferris State,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+2/Ferris_State_Bulldogs.png
D2,Grand Valley State,Lakers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Grand_Valley_State_Lakers.png
D2,Michigan Tech,Huskies,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Michigan_Tech_Athletics_logo.svg/1200px-Michigan_Tech_Athletics_logo.svg.png
D2,Northern Michigan,Wildcats,https://footballpedia.s3.amazonaws.com/logo/Division+2/Northern_Michigan_Wildcats.png
D2,Northwood (MI),Timberwolves,https://pbs.twimg.com/profile_images/916860309113098240/3o3LK4Au_400x400.jpg
D2,Saginaw Valley,Cardinals,https://pbs.twimg.com/profile_images/179173852/cardinal_400x400.gif
D2,Wayne State,Warriors,https://footballpedia.s3.amazonaws.com/logo/Division+2/Wayne_State_Warriors.png
D2,Indianapolis,Greyhounds,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/indianapolis.svg
D2,Lincoln (MO),Blue Tigers,https://pbs.twimg.com/profile_images/825030892259332096/AWvNVg_a_400x400.jpg
D2,McKendree,Bearcats,https://pbs.twimg.com/profile_images/672070919259484160/1LHsd7M2_400x400.jpg
D2,Missouri S&T,Miners,https://pbs.twimg.com/profile_images/984149644182630400/BDPOcRGi_400x400.jpg
D2,Quincy,Hawks,https://footballpedia.s3.amazonaws.com/logo/Division+2/Quincy_Hawks.png
D2,Southwest Baptist,Bearcats,https://footballpedia.s3.amazonaws.com/logo/Division+2/Southwest_Baptist_Bearcats.png
D2,Truman State,Bulldogs,https://pbs.twimg.com/profile_images/1055241302219124738/aKr_b_BK_400x400.jpg
D2,William Jewell,Cardinals,https://pbs.twimg.com/profile_images/1018949827583971329/yzwH6uVC_400x400.jpg
NAIA,Briar Cliff (IA),Chargers,https://pbs.twimg.com/profile_images/1097880073179488256/-pQxA5fq_400x400.jpg
NAIA,Concordia (NE),Bulldogs,https://pbs.twimg.com/profile_images/1008787600432193536/vemCWE5m_400x400.jpg
NAIA,Dakota Wesleyan,Tigers,https://footballpedia.s3.amazonaws.com/logo/NAIA/Dakota_Wesleyan_Tigers.jpg
NAIA,Doane,Tigers,https://footballpedia.s3.amazonaws.com/logo/NAIA/Doane_Tigers.jpg
NAIA,Dordt,Defenders,https://www.dordt.edu/sites/default/files/default-athletics.png
NAIA,Hastings,Broncos,https://pbs.twimg.com/profile_images/691748181093167105/JbftO8c2_400x400.png
NAIA,Jamestown,Jimmies,https://footballpedia.s3.amazonaws.com/logo/NAIA/Jamestown_Jimmies.jpg
NAIA,Midland,Warriors,https://footballpedia.s3.amazonaws.com/logo/NAIA/Midland_Warriors.jpg
NAIA,Morningside,Mustangs,https://pbs.twimg.com/profile_images/1124058530133303297/4AKSyRLl_400x400.png
NAIA,Northwestern (IA),Red Raiders,https://pbs.twimg.com/profile_images/638723780148248576/MD82gEM0_400x400.jpg
D2,Azusa Pacific,Cougars,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Azusa_Pacific_Cougars_logo.svg/150px-Azusa_Pacific_Cougars_logo.svg.png
D2,Central Washington,Wildcats,https://pbs.twimg.com/profile_images/735607918477737984/DEcVpu_C_400x400.jpg
D2,Western Oregon,Wolves,https://pbs.twimg.com/profile_images/1119458985642348546/7SzRy-I8_400x400.png
D2,Humboldt State,Lumberjacks,https://pbs.twimg.com/profile_images/449656719266680832/f6z3rDpS_400x400.jpeg
D2,Simon Fraser,Clan,https://footballpedia.s3.amazonaws.com/logo/Division+2/Simon_Fraser_Clan.png
D2,Delta State,Statesmen,https://pbs.twimg.com/profile_images/451808306445553664/lH0mgmfx_400x400.jpeg
D2,Florida Tech,Panthers,https://pbs.twimg.com/profile_images/1141419815363649538/x1h94j83_400x400.jpg
D2,Mississippi College,Choctaws,https://upload.wikimedia.org/wikipedia/en/5/57/Mississippi_College_Choctaws_logo.png
D2,North Greenville,Crusaders,http://cdn.streamlinetechnologies.com/nguathletics/template/header-logo.png
D2,Shorter,Hawks,https://footballpedia.s3.amazonaws.com/logo/Division+2/Shorter_Hawks.jpg
D2,Valdosta State,Blazers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Valdosta_State_Blazers.png
D2,West Alabama,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+2/West_Alabama_Tigers.png
D2,West Florida,Argonauts,https://footballpedia.s3.amazonaws.com/logo/Division+2/West_Florida_Argonauts.png
D2,West Georgia,Wolves,https://footballpedia.s3.amazonaws.com/logo/Division+2/West_Georgia_Wolves.png
NAIA,Baker,Wildcats,https://pbs.twimg.com/profile_images/887351468814028800/yapdWLvE_400x400.jpg
NAIA,Central Methodist,Eagles,https://pbs.twimg.com/profile_images/1115710061484085250/_qtGEC74_400x400.png
NAIA,Evangel,Crusaders,https://footballpedia.s3.amazonaws.com/logo/NAIA/Evangel_Crusaders.jpg
NAIA,MidAmerica Nazarene,Pioneers,"https://www.mnu.edu/sites/default/files/styles/thumbnail_320x180/public/2017-09/xArchMNU,P2BIcon_3color.png,qitok=xTcp2-jO.pagespeed.ic.LNHF-ojkNT.webp"
NAIA,Missouri Valley,Vikings,https://pbs.twimg.com/profile_images/1143540307608444928/r4uyx4Xr_400x400.jpg
NAIA,Benedictine (KS),Ravens,https://pbs.twimg.com/profile_images/947168181101068288/cDcU0lF6_400x400.jpg
NAIA,Culver-Stockton,Wildcats,https://pbs.twimg.com/profile_images/2281466078/vg3dvt4yreu4fq9ye2gd_400x400.jpeg
NAIA,Graceland (IA),YellowJackets,https://pbs.twimg.com/profile_images/758833039631749121/mxQr9TX5_400x400.jpg
NAIA,Grand View,Vikings,https://pbs.twimg.com/profile_images/919285657398214656/-gB3ZqOd_400x400.jpg
NAIA,Peru State,Bobcats,https://pbs.twimg.com/profile_images/502153598948487168/Y4LXyhOL_400x400.jpeg
NAIA,William Penn,Statesmen,https://pbs.twimg.com/profile_images/1144009780828225537/cPk5Ot8c_400x400.jpg
D3,Anderson,Ravens,https://pbs.twimg.com/profile_images/1031628307379433473/6hPyUc7I_400x400.jpg
D3,Bluffton,Beavers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Bluffton_Beavers.jpg
D3,Defiance,YellowJackets,https://footballpedia.s3.amazonaws.com/logo/Division+3/Defiance_YellowJackets.jpg
D3,Earlham,Quakers,https://pbs.twimg.com/profile_images/900746523176259584/w-pHwUmq_400x400.jpg
D3,Franklin,Grizzlies,https://footballpedia.s3.amazonaws.com/logo/Division+3/Franklin_Grizzlies.png
D3,Hanover,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hanover_Panthers.jpg
D3,Manchester,Spartans,https://footballpedia.s3.amazonaws.com/logo/Division+3/Manchester_Spartans.jpg
D3,Mount St. Joseph,Lions,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/mt-st-joseph.svg
D3,Rose-Hulman,Engineers,https://pbs.twimg.com/profile_images/580070644106182656/lV6K4Nlm_400x400.jpg
FCS,Brown,Bears,https://upload.wikimedia.org/wikipedia/commons/5/5d/Brown_Bears_wordmark.png
FCS,Columbia,Lions,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Columbia_Lions_logo.svg/800px-Columbia_Lions_logo.svg.png
FCS,Cornell,Big Red,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Cornell_Big_Red_logo.svg/1024px-Cornell_Big_Red_logo.svg.png
FCS,Dartmouth,Big Green,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Dartmouth_College_Big_Green_logo.svg/800px-Dartmouth_College_Big_Green_logo.svg.png
FCS,Harvard,Crimson,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Harvard_Crimson_logo.svg/800px-Harvard_Crimson_logo.svg.png
FCS,Pennsylvania,Quakers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Penn_Quakers_logo.svg/800px-Penn_Quakers_logo.svg.png
FCS,Princeton,Tigers,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Princeton_Tigers_logo.svg/800px-Princeton_Tigers_logo.svg.png
FCS,Yale,Bulldogs,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Yale_Bulldogs_script.svg/1024px-Yale_Bulldogs_script.svg.png
NAIA,Avila,Eagles,https://footballpedia.s3.amazonaws.com/logo/NAIA/Avila_Eagles.png
NAIA,Bethany (KS),Terrible Swedes,https://pbs.twimg.com/profile_images/877996691810508800/l0NgpkQ0_400x400.jpg
NAIA,Bethel (KS),Threshers,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/283628/20190502045308_733_mascot720.png
NAIA,Friends,Falcons,https://footballpedia.s3.amazonaws.com/logo/NAIA/Friends_Falcons.jpg
NAIA,Kansas Wesleyan,Coyotes,https://pbs.twimg.com/profile_images/888073938718216192/miFCM48S_400x400.jpg
NAIA,McPherson,Bulldogs,https://pbs.twimg.com/profile_images/1006306394746773504/QXyo1Ijh_400x400.jpg
NAIA,Ottawa,Braves,https://pbs.twimg.com/profile_images/684045028314906625/2rUJM3oF_400x400.jpg
NAIA,Saint Mary (KS),Spires,https://pbs.twimg.com/profile_images/591317813480009729/kcUmfevP_400x400.png
NAIA,Southwestern (KS),Moundbuilders,https://pbs.twimg.com/profile_images/2489562103/8s9g93ubr0ptik95zfh8_400x400.jpeg
NAIA,Sterling,Warriors,https://footballpedia.s3.amazonaws.com/logo/NAIA/Sterling_Warriors.png
NAIA,Tabor,Bluejays,https://footballpedia.s3.amazonaws.com/logo/NAIA/Tabor_Bluejays.png
D3,Hobart,Statesmen,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hobart_Statesmen.jpg
D3,Ithaca,Bombers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Ithaca_Bombers.jpg
D3,Rensselaer,Engineers,https://pbs.twimg.com/profile_images/1131577778552360960/osEgcm1A_400x400.png
D3,Rochester (NY),YellowJackets,https://pbs.twimg.com/profile_images/1113445580687200256/iEMVYYMP_400x400.jpg
D3,Saint Lawrence,Saints,https://pbs.twimg.com/profile_images/525646827220000769/3QRly2Vs_400x400.jpeg
D3,Union (NY),Dutchmen,https://pbs.twimg.com/profile_images/764202299644317696/lXAELxBi_400x400.jpg
D2,Angelo State,Rams,https://footballpedia.s3.amazonaws.com/logo/Division+2/Angelo_State_Rams.png
D2,Eastern New Mexico,Greyhounds,https://footballpedia.s3.amazonaws.com/logo/Division+2/Eastern_New_Mexico_Greyhounds.png
D2,Midwestern State,Mustangs,https://footballpedia.s3.amazonaws.com/logo/Division+2/Midwestern_State_Mustangs.png
D2,Tarleton State,Texans,https://footballpedia.s3.amazonaws.com/logo/Division+2/Tarleton_State_Texans.png
D2,Texas A&M-Commerce,Lions,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Texas_A%26M%E2%80%93Commerce_Lions_logo.svg/1024px-Texas_A%26M%E2%80%93Commerce_Lions_logo.svg.png
D2,Texas A&M-Kingsville,Javelinas,https://pbs.twimg.com/profile_images/1093186542900858880/MhCk0Dv__400x400.jpg
D2,UTPB,Falcons,https://pbs.twimg.com/profile_images/1074540927522287616/vBKHhYbM_400x400.jpg
D2,West Texas A&M,Buffaloes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/West_Texas_A%26M_Athletics_logo.svg/1024px-West_Texas_A%26M_Athletics_logo.svg.png
D2,Western New Mexico,Mustangs,https://footballpedia.s3.amazonaws.com/logo/Division+2/Western_New_Mexico_Mustangs.png
FBS,Akron,Zips,https://footballpedia.s3.amazonaws.com/logo/Division+1/Akron_Zips.png
FBS,Ball State,Cardinals,https://footballpedia.s3.amazonaws.com/logo/Division+1/Ball_State_Cardinals.png
FBS,Bowling Green,Falcons,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Bowling_Green_Falcons_logo.svg/200px-Bowling_Green_Falcons_logo.svg.png
FBS,Buffalo,Bulls,https://footballpedia.s3.amazonaws.com/logo/Division+1/Buffalo_Bulls.png
FBS,Central Michigan,Chippewas,https://footballpedia.s3.amazonaws.com/logo/Division+1/Central_Michigan_Chippewas.png
FBS,Eastern Michigan,Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+1/Eastern_Michigan_Eagles.png
FBS,Kent State,Golden Flashes,https://footballpedia.s3.amazonaws.com/logo/Division+1/Kent_State_Golden_Flashes.png
FBS,Miami (OH),RedHawks,https://s3.amazonaws.com/footballpedia/logo/Division+1/Miami_Redhawks.png
FBS,Northern Illinois,Huskies,https://footballpedia.s3.amazonaws.com/logo/Division+1/Northern_Illinois_Huskies.png
FBS,Ohio,Bobcats,https://footballpedia.s3.amazonaws.com/logo/Division+1/Ohio_Bobcats.png
FBS,Toledo,Rockets,https://footballpedia.s3.amazonaws.com/logo/Division+1/Toledo_Rockets.png
FBS,Western Michigan,Broncos,https://footballpedia.s3.amazonaws.com/logo/Division+1/Western_Michigan_Broncos.png
D3,Bridgewater State,Bears,https://footballpedia.s3.amazonaws.com/logo/Division+3/Bridgewater_State_Bears.jpg
D3,Fitchburg State,Falcons,https://footballpedia.s3.amazonaws.com/logo/Division+3/Fitchburg_State_Falcons.jpg
D3,Framingham State,Rams,https://footballpedia.s3.amazonaws.com/logo/Division+3/Framingham_State_Rams.jpg
D3,Massachusetts Maritime,Buccaneers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Massachusetts_Maritime_Buccaneers.jpg
D3,Massachusetts-Dartmouth,Corsairs,https://pbs.twimg.com/profile_images/637080014253629440/YSBo5MY__400x400.jpg
D3,Plymouth State,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Plymouth_State_Panthers.jpg
D3,Western Connecticut,Colonials,https://pbs.twimg.com/profile_images/1042226048258068480/Spp51T11_400x400.jpg
D3,Westfield State,Owls,https://footballpedia.s3.amazonaws.com/logo/Division+3/Westfield_State_Owls.png
D3,Worcester State,Lancers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Worcester_State_Lancers.jpg
FCS,Bethune-Cookman,Wildcats,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/1024px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png
FCS,Delaware State,Hornets,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Delaware_State_Hornets_wordmark.svg/1024px-Delaware_State_Hornets_wordmark.svg.png
FCS,Florida A&M,Rattlers,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/Florida_A%26M_Rattlers_logo.svg/1280px-Florida_A%26M_Rattlers_logo.svg.png
FCS,Howard,Bison,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Howard_Bison_logo.svg/800px-Howard_Bison_logo.svg.png
FCS,Morgan State,Bears,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Morgan_State_Bears_logo.svg/1280px-Morgan_State_Bears_logo.svg.png
FCS,Norfolk State,Spartans,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Norfork_State_Spartans_logo.svg/1024px-Norfork_State_Spartans_logo.svg.png
FCS,North Carolina A&T,Aggies,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/North_Carolina_A%26T_Aggies_logo.svg/800px-North_Carolina_A%26T_Aggies_logo.svg.png
FCS,North Carolina Central,Eagles,https://upload.wikimedia.org/wikipedia/en/a/ae/NCCU_Eagles_logo.png
FCS,Savannah State,Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Savannah_State_Tigers_logo.svg/1920px-Savannah_State_Tigers_logo.svg.png
FCS,South Carolina State,Bulldogs,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/South_Carolina_State_Bulldogs_logo.svg/800px-South_Carolina_State_Bulldogs_logo.svg.png
D2,Charleston (WV),Golden Eagles,https://pbs.twimg.com/profile_images/898568109019193345/MlGLI_7Y_400x400.jpg
D2,Concord,Mountain Lions,https://footballpedia.s3.amazonaws.com/logo/Division+2/Concord_Mountain_Lions.png
D2,Fairmont State,Falcons,https://pbs.twimg.com/profile_images/1009543139873435648/lr3fdcYS_400x400.jpg
D2,Glenville State,Pioneers,https://pbs.twimg.com/profile_images/961794273023799297/caGddj4J_400x400.jpg
D2,Notre Dame (OH),Falcons,https://pbs.twimg.com/profile_images/1118651392510636033/W613GVzG_400x400.jpg
D2,Shepherd,Rams,https://footballpedia.s3.amazonaws.com/logo/Division+2/Shepherd_Rams.png
D2,Urbana,Blue Knights,https://pbs.twimg.com/profile_images/953033867820224512/9r7bIFBZ_400x400.jpg
D2,UVa-Wise,Cavaliers,https://pbs.twimg.com/profile_images/1151530018536919043/mG-8qaJ8_400x400.jpg
D2,West Liberty,Hilltoppers,https://footballpedia.s3.amazonaws.com/logo/Division+2/West_Liberty_Hilltoppers.png
D2,West Virginia State,Yellow Jackets,https://pbs.twimg.com/profile_images/832626884731084801/AKZIGNve_400x400.jpg
D2,West Virginia Wesleyan,Bobcats,https://pbs.twimg.com/profile_images/723678915965784064/VD9DY4Tu_400x400.jpg
D2,Central Missouri,Mules,https://footballpedia.s3.amazonaws.com/logo/Division+2/Central_Missouri_Mules.png
D2,Central Oklahoma,Bronchos,https://pbs.twimg.com/profile_images/534144888/UCOlogo500_400x400.jpg
D2,Emporia State,Hornets,https://footballpedia.s3.amazonaws.com/logo/Division+2/Emporia_State_Hornets.png
D2,Fort Hays State,Tigers,https://cdn.herosports.com/upload/school/school-logo/fort-hays-st-logo.png
D2,Lindenwood (MO),Lions,https://pbs.twimg.com/profile_images/957018626816487424/gANsPil7_400x400.jpg
D2,Missouri Southern State,Lions,https://pbs.twimg.com/profile_images/615231927436509184/51bQ5ZYt_400x400.jpg
D2,Missouri Western,Griffons,https://footballpedia.s3.amazonaws.com/logo/Division+2/Missouri_Western_Griffons.png
D2,Nebraska-Kearney,Lopers,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Nebraska%E2%80%93Kearney_Lopers_logo.svg/1200px-Nebraska%E2%80%93Kearney_Lopers_logo.svg.png
D2,Northeastern State,RiverHawks,https://pbs.twimg.com/profile_images/1014145209259606017/SvIrFGZJ_400x400.jpg
D2,Northwest Missouri State,Bearcats,https://footballpedia.s3.amazonaws.com/logo/Division+2/Northwest_Missouri_State_Bearcats.png
D2,Pittsburg State,Gorillas,https://footballpedia.s3.amazonaws.com/logo/Division+2/Pittsburg_State_Gorillas.png
D2,Washburn,Ichabods,https://footballpedia.s3.amazonaws.com/logo/Division+2/Washburn_Ichabods.png
D3,Adrian,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+3/Adrian_Bulldogs.jpg
D3,Albion,Britons,https://footballpedia.s3.amazonaws.com/logo/Division+3/Albion_Britons.jpg
D3,Alma,Scots,https://footballpedia.s3.amazonaws.com/logo/Division+3/Alma_Scots.jpg
D3,Finlandia,Lions,https://footballpedia.s3.amazonaws.com/logo/Division+3/Finlandia_Lions.png
D3,Hope,Flying Dutchmen,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hope_Flying_Dutchmen.png
D3,Kalamazoo,Hornets,https://footballpedia.s3.amazonaws.com/logo/Division+3/Kalamazoo_Hornets.png
D3,Olivet,Comets,https://footballpedia.s3.amazonaws.com/logo/Division+3/Olivet_Comets.png
D3,Trine,Thunder,https://footballpedia.s3.amazonaws.com/logo/Division+3/Trine_Thunder.jpg
D3,Augsburg,Auggies,https://footballpedia.s3.amazonaws.com/logo/Division+3/Augsburg_Auggies.jpg
D3,Bethel (MN),Royals,https://athletics.bethel.edu/images/assets/logo_sports.png
D3,Carleton,Knights,https://footballpedia.s3.amazonaws.com/logo/Division+3/Carleton_Knights.jpg
D3,Concordia College (Moorhead),Cobbers,http://moorheadelectric.com/wp-content/uploads/2014/03/Concordia-Cobbers.png
D3,Gustavus Adolphus,Gusties,https://gustavus.edu/images/gac-icon.png
D3,Hamline,Pipers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hamline_Pipers.jpg
D3,Saint John's (MN),Johnnies,https://pbs.twimg.com/profile_images/1036640947000487936/KGCbdn6s_400x400.jpg
D3,Saint Olaf,Oles,https://stolaf_ftp.sidearmsports.com/custompages/logos/athletics/stolaf-on-white-web-small.jpg
D3,Saint Thomas (MN),Tommies,https://upload.wikimedia.org/wikipedia/en/thumb/4/47/STU_Tommies_Logo.svg/400px-STU_Tommies_Logo.svg.png
NAIA,Ave Maria,Gyrenes,https://footballpedia.s3.amazonaws.com/logo/NAIA/Ave_Maria_Gyrenes.png
NAIA,Edward Waters,Tigers,https://footballpedia.s3.amazonaws.com/logo/NAIA/Edward_Waters_Tigers.jpg
NAIA,Faulkner,Eagles,https://pbs.twimg.com/profile_images/942911760759230464/cAJlt68b_400x400.jpg
NAIA,Keiser,Seahawks,https://footballpedia.s3.amazonaws.com/logo/NAIA/Keiser_Seahawks.jpg
NAIA,Southeastern (FL),Fire,https://pbs.twimg.com/profile_images/565606276852219904/VruuRtgO_400x400.jpeg
NAIA,Warner,Royals,https://pbs.twimg.com/profile_images/1149744529832120321/hKScyvSX_400x400.png
NAIA,Webber International,Warriors,https://pbs.twimg.com/profile_images/862322184521482241/xS7WisYR_400x400.jpg
NAIA,Bethel (TN),Wildcats,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/283626/20190501015922_603_mascot300.png
